index,filename,original,year,category,width,height,context
32,2017/Social_Moments/2017_Social_Moments_image032.jpeg,media/image32.jpeg,2017,Social_Moments,1269,714,"Timed systems are widely deployed in industrial systems, especially in safety-critical domains. Formal verification is an important technique for ensuring the reliability of such systems, where model construction is crucial for subsequent analysis. Model learning can infer formal models from system "
33,2017/Social_Moments/2017_Social_Moments_image033.jpeg,media/image33.jpeg,2017,Social_Moments,1269,714,"Timed systems are widely deployed in industrial systems, especially in safety-critical domains. Formal verification is an important technique for ensuring the reliability of such systems, where model construction is crucial for subsequent analysis. Model learning can infer formal models from system "
34,2018/Course_Moments/2018_Course_Moments_image034.jpeg,media/image34.jpeg,2018,Course_Moments,1265,816,SETSS 2017 Course moments | SETSS 2017 Social Moments | SETSS 2018 Course moments
35,2018/Course_Moments/2018_Course_Moments_image035.jpeg,media/image35.jpeg,2018,Course_Moments,750,422,SETSS 2017 Course moments | SETSS 2017 Social Moments | SETSS 2018 Course moments
36,2018/Course_Moments/2018_Course_Moments_image036.jpeg,media/image36.jpeg,2018,Course_Moments,1269,828,SETSS 2017 Course moments | SETSS 2017 Social Moments | SETSS 2018 Course moments
37,2018/Course_Moments/2018_Course_Moments_image037.jpeg,media/image37.jpeg,2018,Course_Moments,1280,896,SETSS 2017 Course moments | SETSS 2017 Social Moments | SETSS 2018 Course moments
38,2018/Course_Moments/2018_Course_Moments_image038.jpeg,media/image38.jpeg,2018,Course_Moments,750,422,SETSS 2017 Course moments | SETSS 2017 Social Moments | SETSS 2018 Course moments
39,2018/Course_Moments/2018_Course_Moments_image039.jpeg,media/image39.jpeg,2018,Course_Moments,750,422,SETSS 2017 Course moments | SETSS 2017 Social Moments | SETSS 2018 Course moments
40,2018/Course_Moments/2018_Course_Moments_image040.jpeg,media/image40.jpeg,2018,Course_Moments,750,422,SETSS 2017 Course moments | SETSS 2017 Social Moments | SETSS 2018 Course moments
41,2018/Social_Moments/2018_Social_Moments_image041.jpeg,media/image41.jpeg,2018,Social_Moments,750,422,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
42,2018/Social_Moments/2018_Social_Moments_image042.jpeg,media/image42.jpeg,2018,Social_Moments,1267,885,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
43,2018/Social_Moments/2018_Social_Moments_image043.jpeg,media/image43.jpeg,2018,Social_Moments,1274,900,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
44,2018/Social_Moments/2018_Social_Moments_image044.jpeg,media/image44.jpeg,2018,Social_Moments,1274,887,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
45,2018/Social_Moments/2018_Social_Moments_image045.jpeg,media/image45.jpeg,2018,Social_Moments,1264,895,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
46,2018/Social_Moments/2018_Social_Moments_image046.jpeg,media/image46.jpeg,2018,Social_Moments,1272,889,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
47,2018/Social_Moments/2018_Social_Moments_image047.jpeg,media/image47.jpeg,2018,Social_Moments,1269,900,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
48,2018/Social_Moments/2018_Social_Moments_image048.jpeg,media/image48.jpeg,2018,Social_Moments,1263,847,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
49,2018/Social_Moments/2018_Social_Moments_image049.jpeg,media/image49.jpeg,2018,Social_Moments,750,500,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
50,2018/Social_Moments/2018_Social_Moments_image050.jpeg,media/image50.jpeg,2018,Social_Moments,750,563,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
51,2018/Social_Moments/2018_Social_Moments_image051.jpeg,media/image51.jpeg,2018,Social_Moments,1270,893,SETSS 2017 Social Moments | SETSS 2018 Course moments | SETSS 2018 Social Moments
52,2019/Course_Moments/2019_Course_Moments_image052.jpeg,media/image52.jpeg,2019,Course_Moments,1270,846,SETSS 2018 Course moments | SETSS 2018 Social Moments | SETSS 2019 Course moments
53,2019/Course_Moments/2019_Course_Moments_image053.jpeg,media/image53.jpeg,2019,Course_Moments,1269,1006,SETSS 2018 Course moments | SETSS 2018 Social Moments | SETSS 2019 Course moments
54,2019/Course_Moments/2019_Course_Moments_image054.jpeg,media/image54.jpeg,2019,Course_Moments,1269,944,SETSS 2018 Course moments | SETSS 2018 Social Moments | SETSS 2019 Course moments
55,2019/Course_Moments/2019_Course_Moments_image055.jpeg,media/image55.jpeg,2019,Course_Moments,1270,846,SETSS 2018 Course moments | SETSS 2018 Social Moments | SETSS 2019 Course moments
56,2019/Course_Moments/2019_Course_Moments_image056.jpeg,media/image56.jpeg,2019,Course_Moments,1269,839,SETSS 2018 Course moments | SETSS 2018 Social Moments | SETSS 2019 Course moments
57,2019/Course_Moments/2019_Course_Moments_image057.jpeg,media/image57.jpeg,2019,Course_Moments,1269,952,SETSS 2018 Course moments | SETSS 2018 Social Moments | SETSS 2019 Course moments
58,2019/Social_Moments/2019_Social_Moments_image058.jpeg,media/image58.jpeg,2019,Social_Moments,1268,846,SETSS 2018 Social Moments | SETSS 2019 Course moments | SETSS 2019 Social Moments
59,2019/Social_Moments/2019_Social_Moments_image059.jpeg,media/image59.jpeg,2019,Social_Moments,1268,846,SETSS 2018 Social Moments | SETSS 2019 Course moments | SETSS 2019 Social Moments
60,2019/Social_Moments/2019_Social_Moments_image060.jpeg,media/image60.jpeg,2019,Social_Moments,1268,846,SETSS 2018 Social Moments | SETSS 2019 Course moments | SETSS 2019 Social Moments
61,2019/Social_Moments/2019_Social_Moments_image061.jpeg,media/image61.jpeg,2019,Social_Moments,1268,846,SETSS 2018 Social Moments | SETSS 2019 Course moments | SETSS 2019 Social Moments
62,2026/Institution_Intro/2026_Institution_Intro_image062.jpeg,media/image62.jpeg,2026,Institution_Intro,1377,918,"Our goal is to build RISE into a place where every member feels and enjoys its values, and where international scholars meet to exchange ideas and work together to produce high impact research and conduct technology innovation, and contribute to the national and regional economic and social developm"
63,2026/Institution_Intro/2026_Institution_Intro_image063.jpeg,media/image63.jpeg,2026,Institution_Intro,1378,775,"Our goal is to build RISE into a place where every member feels and enjoys its values, and where international scholars meet to exchange ideas and work together to produce high impact research and conduct technology innovation, and contribute to the national and regional economic and social developm"
